# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu;
# Wed Apr  1 11:51:09 2026;
#;
# User preference: * 6151;
#;
# COLUMN pl_name:        Planet Name;
# COLUMN hostname:       Host Name;
# COLUMN pl_letter:      Planet Letter;
# COLUMN hd_name:        HD ID;
# COLUMN sy_snum:        Number of Stars;
# COLUMN sy_pnum:        Number of Planets;
# COLUMN disc_year:      Discovery Year;
# COLUMN pl_orbper:      Orbital Period [days];
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au];
# COLUMN pl_rade:        Planet Radius [Earth Radius];
# COLUMN pl_radj:        Planet Radius [Jupiter Radius];
# COLUMN pl_orbeccen:    Eccentricity;
# COLUMN pl_insol:       Insolation Flux [Earth Flux];
# COLUMN pl_eqt:         Equilibrium Temperature [K];
# COLUMN pl_orbincl:     Inclination [deg];
# COLUMN st_spectype:    Spectral Type;
# COLUMN st_teff:        Stellar Effective Temperature [K];
# COLUMN st_rad:         Stellar Radius [Solar Radius];
# COLUMN st_mass:        Stellar Mass [Solar mass];
# COLUMN st_met:         Stellar Metallicity [dex];
# COLUMN st_age:         Stellar Age [Gyr];
# COLUMN rastr:          RA [sexagesimal];
# COLUMN ra:             RA [deg];
# COLUMN decstr:         Dec [sexagesimal];
# COLUMN dec:            Dec [deg];
# COLUMN glat:           Galactic Latitude [deg];
# COLUMN glon:           Galactic Longitude [deg];
# COLUMN elat:           Ecliptic Latitude [deg];
# COLUMN elon:           Ecliptic Longitude [deg];
# COLUMN sy_dist:        Distance [pc];
# COLUMN sy_plx:         Parallax [mas];
#;
pl_name,hostname,pl_letter,hd_name,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_met,st_age,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_dist,sy_plx;
WASP-142 b,WASP-142,b,,1,1,2016,2.05286800000,0.0347000000,17.14977000,1.53000000,0.000000,3140.9238,2000.00,80.20000,F8,6010.00,1.640000,1.330000,0.2600,2.0000,09h22m01.52s,140.5063164,-23d56m45.97s,-23.9461020,18.16388,253.32733,-37.12770,152.19670,730.93300000,1.3402400;
WASP-144 b,WASP-144,b,,1,1,2018,2.27831520000,0.0316000000,9.52765000,0.85000000,0.000000,775.8849,1260.00,86.90000,K2 V,5200.00,0.810000,0.810000,0.1800,8.7100,21h23m03.09s,320.7628761,-40d02m54.38s,-40.0484393,-45.39233,2.26178,-23.43668,310.25334,355.51300000,2.7876600;
WASP-145 A b,WASP-145 A,b,,2,1,2018,1.76903810000,0.0261000000,10.08810000,0.90000000,0.000000,313.4012,1200.00,83.30000,K2 V,4900.00,0.680000,0.760000,-0.0400,6.9900,21h29m00.90s,322.2537644,-58d50m10.13s,-58.8361466,-43.03740,336.10326,-41.22900,302.95796,91.29900000,10.9242000;
WASP-147 b,WASP-147,b,,1,1,2018,4.60273000000,0.0549000000,12.49803500,1.11500000,0.000000,639.4923,1404.00,87.90000,G4,5702.00,1.429000,1.044000,0.0920,8.4700,23h56m45.96s,359.1915117,-22d09m11.63s,-22.1532316,-76.62822,51.79261,-19.92381,350.07464,436.09800000,2.2651000;
WASP-148 b,WASP-148,b,,1,2,2020,8.80380900000,0.0821500000,8.47398941,0.75600000,0.208000,72.6990,940.00,89.30000,G,5555.00,0.912000,0.954000,0.0990,3.6000,16h56m31.32s,254.1305022,+44d18m09.13s,44.3025361,38.65518,69.45427,66.15418,241.04501,246.35300000,4.0304600;
WASP-148 c,WASP-148,c,,1,2,2020,34.52400000000,0.2044000000,13.90000000,1.24000000,0.180900,,590.00,104.90000,G,5555.00,0.912000,0.954000,0.0990,3.6000,16h56m31.32s,254.1305022,+44d18m09.13s,44.3025361,38.65518,69.45427,66.15418,241.04501,246.35300000,4.0304600;
WASP-149 b,WASP-149,b,,1,1,2025,1.33281300000,0.0240000000,15.24421375,1.36000000,0.000000,1966.0000,1855.00,83.02000,,5750.00,1.080000,1.050000,0.0000,0.6000,08h16m17.68s,124.0736810,-08d41m11.69s,-8.6865813,14.44711,230.82474,-27.66318,128.70107,211.73000000,4.6944900;
WASP-15 b,WASP-15,b,,1,1,2009,3.75210000000,0.0516500000,15.80469000,1.41000000,0.000000,1237.7366,1676.00,85.96000,F7,6300.00,1.480000,1.180000,-0.1700,2.4000,13h55m42.72s,208.9280111,-32d09m34.96s,-32.1597118,28.76954,318.43652,-18.99413,218.40423,282.09100000,3.5167900;
WASP-150 b,WASP-150,b,,1,1,2020,5.64420700000,0.0694000000,11.99363000,1.07000000,0.377500,854.7074,1460.00,84.01000,F8,6218.00,1.651000,1.394000,0.1560,2.9500,17h37m03.12s,264.2630197,+53d01m16.59s,53.0212751,32.34312,80.49322,76.17031,255.42708,527.99500000,1.8652000;
WASP-151 b,WASP-151,b,,1,1,2017,4.53347750000,0.0550000000,13.30506009,1.18700000,0.000000,460.0000,1312.00,88.25000,G1,5871.00,1.181000,1.081000,0.1000,5.5000,23h16m15.23s,349.0634651,+00d18m24.08s,0.3066895,-54.27961,79.21593,4.61022,350.06336,453.09900000,2.1790600;
WASP-153 b,WASP-153,b,,1,1,2017,3.33260900000,0.0480000000,17.37395000,1.55000000,0.009000,1400.0000,1700.00,84.10000,G0,5914.00,1.730000,1.336000,0.3400,4.0000,18h37m02.99s,279.2624729,+40d01m07.29s,40.0186905,19.63191,68.68938,62.95313,285.72488,610.17600000,1.6103200;
WASP-154 b,WASP-154,b,,1,1,2025,3.81167800000,0.0440000000,10.76062147,0.96000000,0.000000,162.0000,994.00,88.46000,,4774.00,0.823000,0.800000,0.2000,,21h50m52.60s,327.7191734,-08d38m09.40s,-8.6359458,-43.56086,47.67047,4.14419,326.93054,215.50100000,4.6119900;
WASP-155 b,WASP-155,b,,1,1,2025,3.11041300000,0.0430000000,13.45077684,1.20000000,0.000000,771.0000,1468.00,86.70000,,5660.00,1.240000,1.090000,0.0000,1.7000,23h11m55.13s,347.9797230,+33d02m51.41s,33.0476125,-25.34735,99.96388,34.73446,3.95667,399.63000000,2.4737600;
WASP-156 b,WASP-156,b,,1,1,2017,3.83616230000,0.0458000000,6.02802815,0.53778558,0.000000,150.0000,934.50,88.90200,K3,4987.00,0.826800,0.871200,0.3050,5.6000,02h11m07.70s,32.7820850,+02d25m05.50s,2.4181937,-54.75990,159.09073,-10.16431,31.41486,122.06600000,8.1636600;
WASP-157 b,WASP-157,b,,1,1,2016,3.95162300000,0.0499000000,11.19000000,0.99830493,0.000000,,1193.00,85.09039,G2 V,5772.00,1.100000,1.060000,0.2500,1.6000,13h26m37.24s,201.6551525,-08d19m03.49s,-8.3176353,53.54342,317.68341,0.71735,203.11132,334.03700000,2.9662800;
WASP-158 b,WASP-158,b,,1,1,2018,3.65633300000,0.0517000000,11.99363000,1.07000000,0.000000,903.0130,1590.00,87.70000,F6 V,6350.00,1.390000,1.380000,0.2400,1.9300,00h16m35.12s,4.1463468,-10d58m35.12s,-10.9764226,-71.88689,94.35425,-11.70824,359.37503,524.99300000,1.8764600;
WASP-159 b,WASP-159,b,,1,1,2018,3.84040100000,0.0538000000,15.46842000,1.38000000,0.000000,1599.9200,1850.00,88.10000,F9,6120.00,2.110000,1.410000,0.2200,3.4000,04h32m32.76s,68.1364792,-38d58m05.87s,-38.9682973,-42.91487,242.17426,-59.77102,54.88975,715.38300000,1.3689200;
WASP-16 b,WASP-16,b,,1,1,2009,3.11860000000,0.0415000000,13.67498000,1.22000000,0.000000,481.9170,1389.00,85.22000,,5700.00,1.140000,1.780000,0.0100,8.6000,14h18m43.92s,214.6830109,-20d16m31.57s,-20.2754374,38.09725,329.23463,-6.06255,219.12771,194.13400000,5.1229900;
WASP-160 B b,WASP-160 B,b,,2,1,2018,3.76849520000,0.0452000000,12.21781000,1.09000000,0.000000,210.5750,1119.00,88.97000,K0 V,5298.00,0.868000,0.870000,0.2700,9.7500,05h50m43.09s,87.6795610,-27d37m23.96s,-27.6233218,-24.70211,232.67282,-51.03626,86.72577,288.32600000,3.4395400;
WASP-161 b,WASP-161,b,,1,1,2018,5.40604250000,0.0673000000,12.81188700,1.14300000,,990.0000,1557.00,89.01000,,6400.00,1.712000,1.390000,0.1600,,08h25m21.08s,126.3378248,-11d30m03.56s,-11.5009889,14.86473,234.51042,-29.79660,131.99430,343.08000000,2.8863500;
WASP-162 b,WASP-162,b,,1,1,2018,9.62468000000,0.0871000000,11.20900000,1.00000000,0.434000,121.9180,910.00,89.30000,K0,5300.00,1.110000,0.950000,0.2800,12.9700,11h13m10.30s,168.2929079,-17d39m28.01s,-17.6577794,39.26999,272.15320,-20.80633,176.51650,310.84100000,3.1888000;
WASP-163 b,WASP-163,b,,1,1,2018,1.60968840000,0.0266000000,13.47321800,1.20200000,,1200.0000,1638.00,85.42000,,5500.00,1.015000,0.970000,-0.3400,,17h06m09.01s,256.5375549,-10d24m46.83s,-10.4130071,17.80138,10.73402,12.39488,256.43763,261.38600000,3.7980800;
WASP-164 b,WASP-164,b,,1,1,2018,1.77712550000,0.0281800000,12.64375200,1.12800000,0.000000,1043.2122,1610.00,82.73000,G2 V,5806.00,0.932000,0.946000,-0.0100,4.0800,22h59m29.66s,344.8735878,-60d26m52.15s,-60.4478194,-51.65503,324.83630,-48.32500,315.72820,327.50600000,3.0250400;
WASP-165 b,WASP-165,b,,1,1,2018,3.46550900000,0.0482300000,14.12334000,1.26000000,0.000000,1373.5324,1624.00,84.90000,G6,5599.00,1.750000,1.248000,0.3300,4.7700,23h50m19.36s,357.5806472,-17d04m39.34s,-17.0775947,-72.66598,65.21072,-14.67778,350.84579,602.23600000,1.6335800;
WASP-166 b,WASP-166,b,,1,1,2019,5.44354000000,0.0641000000,7.06167000,0.63000000,0.000000,440.0000,1270.00,88.00000,F9 V,6050.00,1.220000,1.190000,0.1900,2.1000,09h39m30.03s,144.8751047,-20d58m56.71s,-20.9824191,23.13623,253.96174,-32.83507,155.34594,114.17300000,8.7300600;
WASP-167 b,WASP-167,b,,1,1,2017,2.02195960000,0.0365000000,17.71022000,1.58000000,,3208.4100,2329.00,79.90000,F1 V,7000.00,1.790000,1.590000,0.1000,1.2900,13h04m10.51s,196.0437932,-35d32m58.31s,-35.5495292,27.25014,305.84592,-26.35847,209.22810,423.55200000,2.3341600;
WASP-168 b,WASP-168,b,,2,1,2018,4.15365800000,0.0519000000,16.81350000,1.50000000,0.000000,278.8860,1340.00,84.40000,F9 V,6000.00,1.120000,1.080000,-0.0100,3.9600,06h26m58.71s,96.7446427,-46d49m16.91s,-46.8213635,-23.41484,255.07786,-69.94353,103.54859,303.94100000,3.2613000;
WASP-169 b,WASP-169,b,,1,1,2019,5.61141180000,0.0681000000,14.61653600,1.30400000,0.000000,1486.8579,1604.00,87.90000,F8,6110.00,2.011000,1.337000,0.0600,3.8020,08h29m32.94s,127.3872297,-12d56m41.17s,-12.9447683,14.94722,236.34107,-30.90047,133.59911,627.06600000,1.5664700;
WASP-17 b,WASP-17,b,,1,1,2009,3.73543000000,0.0515000000,20.96083000,1.87000000,0.000000,1292.1900,1755.00,86.63000,F4,6550.00,1.490000,2.280000,-0.2500,2.6500,15h59m50.94s,239.9622479,-28d03m42.46s,-28.0617941,18.66769,345.95969,-7.33863,243.54899,405.90800000,2.4365600;
WASP-170 b,WASP-170,b,,1,1,2018,2.34478022000,0.0337000000,12.28506400,1.09600000,,680.0000,1422.00,84.87000,,5600.00,0.938000,0.930000,0.2200,,09h01m39.91s,135.4163028,-20d43m13.33s,-20.7203686,16.65605,247.55920,-35.85749,145.27497,305.60300000,3.2439100;
WASP-171 b,WASP-171,b,,1,1,2019,3.81862440000,0.0504000000,10.98482000,0.98000000,0.000000,1200.2400,1642.00,88.30000,G0,5965.00,1.637000,1.171000,0.0400,5.9080,11h27m22.81s,171.8450533,-44d05m19.33s,-44.0887035,16.22854,287.37115,-42.75661,194.45125,757.84000000,1.2914300;
WASP-172 b,WASP-172,b,,1,1,2018,5.47743300000,0.0694000000,17.59813000,1.57000000,0.000000,1506.5000,1740.00,86.70000,F1 V,6900.00,1.910000,1.490000,-0.1000,1.7900,13h17m44.10s,199.4337420,-47d14m15.27s,-47.2375748,15.39790,307.55664,-35.71363,217.94379,538.11000000,1.8314200;
WASP-173 A b,WASP-173 A,b,,2,1,2018,1.38665318000,0.0248000000,13.45080000,1.20000000,0.000000,1920.0000,1880.00,85.20000,G3,5800.00,1.110000,1.050000,0.1600,6.7800,23h36m40.49s,354.1686959,-34d36m40.70s,-34.6113042,-72.33626,3.29979,-29.20093,339.70916,232.98000000,4.2635800;
WASP-174 b,WASP-174,b,,1,1,2018,4.23370050000,0.0550300000,16.10730527,1.43700000,0.000000,901.9000,1528.00,83.78000,F6 V,6399.00,1.347000,1.240000,0.0600,2.2000,13h03m10.56s,195.7940145,-41d23m05.50s,-41.3848617,21.43298,305.29688,-31.69038,211.95083,410.14900000,2.4114300;
WASP-175 b,WASP-175,b,,1,1,2019,3.06529070000,0.0440300000,13.54047200,1.20800000,0.000000,649.4290,1571.00,85.33000,F7,6229.00,1.204000,1.212000,0.1500,1.7450,11h05m16.51s,166.3187996,-34d07m21.88s,-34.1227453,23.78659,279.08815,-36.33905,183.09154,539.36000000,1.8260200;
WASP-176 b,WASP-176,b,,1,1,2020,3.89905200000,0.0535000000,16.86954500,1.50500000,0.000000,1703.2413,1721.00,86.70000,F9,5941.00,1.925000,1.345000,0.1640,4.8100,20h54m44.95s,313.6872928,+09d10m44.65s,9.1790688,-22.17916,56.66204,25.48752,319.05582,568.42000000,1.7312600;
WASP-177 b,WASP-177,b,,1,1,2019,3.07172200000,0.0395700000,17.71022000,1.58000000,,279.7736,1142.00,84.14000,K2,5017.00,0.885000,0.876000,0.2500,9.7000,22h19m11.28s,334.7969885,-01d50m03.95s,-1.8344301,-45.63990,61.12716,8.04364,335.96531,176.81800000,5.6282600;
WASP-178 b,WASP-178,b,HD 134004,1,1,2019,3.34482850000,0.0558000000,20.28829000,1.81000000,0.000000,5550.0000,2470.00,85.70000,A1 IV-V,9360.00,1.670000,2.070000,0.2100,0.4300,15h09m04.88s,227.2703290,-42d42m17.88s,-42.7049658,13.31509,328.19379,-24.05030,236.90097,427.67800000,2.3118700;
WASP-18 b,WASP-18,b,HD 10069,2,2,2009,0.94145223000,0.0202400000,13.89913607,1.24000000,0.005100,5805.0000,2429.00,83.50000,F6 IV-V,6432.00,1.319000,1.294000,0.1070,1.5700,01h37m25.07s,24.3544618,-45d40m40.06s,-45.6777937,-69.32147,279.70959,-50.44353,358.17603,123.48300000,8.0694300;
WASP-18 c,WASP-18,c,HD 10069,2,2,2019,2.15580000000,0.0350000000,8.58000000,0.76500000,0.015000,,,,F6 IV-V,6400.00,1.230000,1.220000,0.1070,1.0000,01h37m25.07s,24.3544618,-45d40m40.06s,-45.6777937,-69.32147,279.70959,-50.44353,358.17603,123.48300000,8.0694300;
WASP-180 A b,WASP-180 A,b,,2,1,2019,3.40926400000,0.0480000000,13.89916000,1.24000000,0.000000,918.3877,1540.00,88.10000,F7 V,6600.00,1.190000,1.300000,0.1000,1.2000,08h13m34.14s,123.3922465,-01d58m58.03s,-1.9827874,17.22912,224.44468,-21.32503,126.18622,253.98500000,3.9092900;
WASP-181 b,WASP-181,b,,1,1,2019,4.51950640000,0.0542700000,13.27145600,1.18400000,,382.4492,1186.00,88.38000,G2,5839.00,0.965000,1.040000,0.0900,2.5000,01h47m10.37s,26.7932253,+03d07m58.56s,3.1329325,-56.88631,149.04363,-7.40580,25.99500,437.49500000,2.2572700;
WASP-182 b,WASP-182,b,,1,1,2019,3.37698480000,0.0451000000,9.52765000,0.85000000,0.000000,756.2610,1479.00,83.88000,G5,5638.00,1.340000,1.076000,0.2700,5.9520,20h46m41.60s,311.6733450,-41d49m15.54s,-41.8209828,-38.58794,359.58581,-22.97690,302.55669,327.60200000,3.0244800;
WASP-183 b,WASP-183,b,,1,1,2019,4.11177710000,0.0463200000,16.47723000,1.47000000,,268.7176,1111.00,85.37000,G9,5313.00,0.871000,0.784000,-0.3100,14.9000,10h55m09.32s,163.7888521,-00d44m13.44s,-0.7370663,50.52829,253.08943,-7.05625,165.34587,325.37700000,3.0448800;
WASP-184 b,WASP-184,b,,1,1,2019,5.18170000000,0.0627000000,14.90797000,1.33000000,0.000000,669.0180,1480.00,86.90000,G0 V,6000.00,1.650000,1.230000,0.1200,4.7000,13h58m04.08s,209.5170100,-30d20m53.35s,-30.3481530,30.35900,319.59136,-17.12382,218.20143,663.23100000,1.4800000;
WASP-185 b,WASP-185,b,,1,1,2019,9.38755000000,0.0904000000,14.01125000,1.25000000,0.240000,662.3252,1160.00,86.80000,G0 V,5900.00,1.500000,1.120000,-0.0200,6.6000,14h16m14.30s,214.0595791,-19d32m32.30s,-19.5423062,39.00810,328.94467,-5.56394,218.32833,279.35000000,3.5516300;
WASP-186 b,WASP-186,b,,1,1,2020,5.02679900000,0.0600000000,12.44199000,1.11000000,0.330000,853.1355,1378.40,83.59000,F,6361.00,1.470000,1.220000,-0.0800,3.1000,01h15m58.87s,18.9953122,+21d37m00.86s,21.6169065,-40.89459,130.48557,12.57003,25.75508,278.51400000,3.5621200;
WASP-187 b,WASP-187,b,,1,1,2020,5.14787800000,0.0653000000,18.38276000,1.64000000,0.000000,1594.7600,1760.00,,F,6150.00,2.830000,1.540000,0.0000,2.5500,01h09m53.94s,17.4747400,+25d40m53.94s,25.6816494,-37.00328,128.14176,16.85571,26.07194,371.41400000,2.6641800;
WASP-188 b,WASP-188,b,,1,1,2025,5.74891600000,0.0720000000,14.81827249,1.32200000,0.000000,1278.0000,1666.00,85.88000,,6850.00,1.830000,1.500000,0.0000,,18h35m07.67s,278.7819771,+36d36m56.28s,36.6156327,18.83013,65.16390,59.62803,284.02263,675.28100000,1.4522500;
WASP-189 b,WASP-189,b,HD 133112,1,1,2020,2.72403300000,0.0505300000,18.14733975,1.61900000,0.000000,,3353.00,84.03000,,8000.00,2.360000,2.030000,0.2900,0.7300,15h02m44.82s,225.6867320,-03d01m53.35s,-3.0314874,46.27816,354.49102,13.63305,224.12068,99.73100000,9.9990300;
WASP-19 b,WASP-19,b,,1,1,2009,0.78883852000,0.0165200000,15.86070769,1.41500000,0.012600,3320.0000,2113.00,79.08000,G8 V,5616.00,1.006000,0.965000,0.0400,6.4000,09h53m40.02s,148.4167672,-45d39m32.79s,-45.6591078,6.77589,273.40535,-53.30092,175.06599,268.32500000,3.6980800;
WASP-190 b,WASP-190,b,,1,1,2019,5.36775300000,0.0663000000,12.89035000,1.15000000,0.000000,747.1320,1500.00,87.10000,F6 IV-V,6400.00,1.600000,1.350000,-0.0200,,00h30m50.29s,7.7095292,-40d34m24.46s,-40.5734613,-75.89807,319.18229,-39.58956,347.61496,542.25100000,1.8156900;
WASP-192 b,WASP-192,b,,1,1,2019,2.87867650000,0.0408000000,13.78707000,1.23000000,0.000000,471.1420,1620.00,82.70000,G0 V,5910.00,1.320000,1.090000,0.1400,5.7000,14h54m38.09s,223.6587187,-38d44m40.37s,-38.7445469,18.11147,327.77750,-21.10174,232.78026,508.88500000,1.9392900;
WASP-193 b,WASP-193,b,,2,1,2023,6.24634750000,0.0668000000,14.78464554,1.31900000,0.081000,402.0000,1250.00,89.25000,F9,6080.00,1.213000,1.018000,-0.1080,6.8000,10h57m23.79s,164.3491401,-29d59m49.64s,-29.9971229,26.70080,275.36894,-33.47940,178.93216,362.08700000,2.7335600;
WASP-194 b,WASP-194,b,,1,1,2025,3.18338700000,0.0470000000,15.47960235,1.38100000,0.000000,1365.0000,1693.00,83.23000,,6405.00,1.409000,1.290000,0.0000,0.7500,19h41m33.05s,295.3877064,+56d13m04.10s,56.2178049,15.76233,88.59862,74.23644,331.34165,476.83100000,2.0683700;
WASP-195 b,WASP-195,b,,1,1,2025,5.05192800000,0.0630000000,10.31226224,0.92000000,0.000000,890.0000,1522.00,86.30000,,6300.00,1.578000,1.300000,0.0000,0.6000,16h30m11.91s,247.5496427,+49d53m44.85s,49.8957910,42.85485,77.11810,69.81411,224.52412,484.85200000,2.0337300;
WASP-197 b,WASP-197,b,,1,1,2025,5.16722800000,0.0650000000,14.44837612,1.28900000,0.000000,1276.0000,1665.00,86.29000,,6050.00,2.112000,1.360000,0.0000,2.6000,10h42m31.37s,160.6307133,+28d11m55.05s,28.1986255,61.51905,203.20137,18.49792,151.24638,483.67500000,2.0393400;
WASP-2 b,WASP-2,b,,2,1,2007,2.15217500000,0.0314400000,12.11692900,1.08100000,0.005400,492.0000,1311.00,84.49000,K1,5180.00,0.866000,0.895000,0.1200,8.2000,20h30m54.13s,307.7255587,+06d25m45.59s,6.4293305,-18.71284,50.77372,24.54329,311.94179,153.24200000,6.4979500;
WASP-20 b,WASP-20,b,,2,1,2015,4.89964477000,0.0599900000,15.46839337,1.38000000,0.000000,259.8640,1362.00,85.82000,F9,5940.00,1.242000,1.200000,-0.0080,7.0000,00h20m38.53s,5.1605621,-23d56m08.84s,-23.9357894,-82.35676,55.91524,-23.88712,354.60193,211.87700000,;
WASP-21 b,WASP-21,b,,1,1,2010,4.32248200000,0.0520000000,11.99000000,1.07000000,0.000000,705.0438,1333.00,88.75000,G3 V,5800.00,1.060000,1.010000,-0.2200,12.0000,23h09m58.27s,347.4928024,+18d23m46.17s,18.3961597,-38.25641,91.75434,21.79490,356.10528,258.42600000,3.8412500;
WASP-22 b,WASP-22,b,,1,1,2010,3.53269000000,0.0470000000,13.78707000,1.23000000,0.020000,837.7034,1502.00,89.20000,G1 V,6000.00,1.240000,1.460000,-0.0500,3.0000,03h31m16.33s,52.8180374,-23d49m11.25s,-23.8197924,-53.92335,216.79640,-41.33479,42.57790,317.65200000,3.1201500;
WASP-23 b,WASP-23,b,,1,1,2010,2.94442560000,0.0376000000,10.78300000,0.96200000,0.062000,317.4314,1076.55,88.39000,,5150.00,0.765000,0.780000,-0.0500,6.2000,06h44m30.60s,101.1275033,-42d45m44.03s,-42.7622296,-19.22886,251.92684,-65.43359,109.92240,207.49000000,4.7907200;
WASP-24 b,WASP-24,b,,3,1,2010,2.34121000000,0.0365100000,15.46842000,1.38000000,0.000000,934.4650,1772.00,83.64000,,6075.00,1.420000,1.430000,0.0000,3.8000,15h08m51.72s,227.2154975,+02d20m35.83s,2.3432860,48.82969,1.86251,19.22039,224.04577,322.11400000,3.0764400;
WASP-25 b,WASP-25,b,,1,1,2010,3.76483370000,0.0473000000,13.80946422,1.23200000,0.000000,341.0000,1217.00,88.19000,,5697.00,0.884000,0.962000,-0.2000,1.9000,13h01m26.34s,195.3597581,-27d31m20.02s,-27.5222273,35.29676,305.64883,-19.30050,205.02714,211.41600000,4.7013800;
WASP-26 b,WASP-26,b,,2,1,2010,2.75660000000,0.0400000000,13.56289000,1.21000000,0.000000,1225.5264,1650.00,82.50000,G0,6034.00,1.220000,0.860000,0.1600,6.0000,00h18m24.73s,4.6030424,-15d16m02.66s,-15.2674044,-75.87150,88.35289,-15.80660,357.98818,252.75900000,3.9291900;
WASP-28 b,WASP-28,b,,1,1,2014,3.40883495000,0.0442000000,13.66374747,1.21900000,0.000000,695.6500,1456.00,88.51400,F8,6084.00,1.083000,0.993000,-0.2000,5.5000,23h34m27.90s,353.6162694,-01d34m47.95s,-1.5799849,-58.48637,83.86040,1.08372,353.51010,348.49400000,2.8413400;
WASP-29 b,WASP-29,b,,1,1,2010,3.92273000000,0.0457000000,8.63093000,0.77000000,0.030000,121.7724,970.00,88.80000,,4800.00,0.790000,0.770000,0.1100,14.0000,23h51m31.01s,357.8791976,-39d54m25.64s,-39.9071215,-72.18128,343.32023,-35.26187,339.84899,87.59530000,11.3874000;
WASP-3 b,WASP-3,b,,3,1,2007,1.84683000000,0.0315000000,15.91678000,1.42000000,0.000000,1845.3000,2020.00,85.06000,,6400.00,1.440000,1.620000,0.0000,2.1000,18h34m31.62s,278.6317411,+35d39m41.15s,35.6614312,18.61112,64.17496,58.69469,283.56886,231.16100000,4.2973700;
WASP-31 b,WASP-31,b,,1,1,2010,3.40590960000,0.0465900000,17.36300000,1.54900000,0.000000,970.9417,1423.70,84.41000,,6302.00,1.252000,1.163000,-0.2000,1.0000,11h17m45.33s,169.4388603,-19d03m17.20s,-19.0547781,38.53920,274.22551,-21.61967,178.20339,383.82900000,2.5771600;
WASP-32 b,WASP-32,b,,1,1,2010,2.71866000000,0.0394000000,10.76064000,0.96000000,0.000000,616.3300,1388.00,85.10000,,6140.00,0.950000,0.720000,-0.1300,2.2200,00h15m50.81s,3.9617073,+01d12m01.84s,1.2005122,-60.40423,104.68518,-0.47292,4.10841,275.99400000,3.5949300;
WASP-33 b,WASP-33,b,HD 15082,2,1,2010,1.21987000000,0.0239000000,17.85593700,1.59300000,0.000000,9392.0471,2781.70,86.63000,A,7430.00,1.444000,1.495000,0.1000,,02h26m51.06s,36.7127375,+37d33m01.60s,37.5504441,-21.55688,143.09688,21.75524,46.81598,121.94400000,8.1724400;
WASP-34 b,WASP-34,b,,1,1,2010,4.31768000000,0.0524000000,11.20900000,1.00000000,0.040000,229.9620,1250.00,85.20000,,5700.00,0.910000,0.960000,-0.0200,7.8000,11h01m35.85s,165.3993679,-23d51m39.40s,-23.8609457,32.53156,272.91855,-27.57050,176.72357,132.09600000,7.5417800;
WASP-35 b,WASP-35,b,,1,1,2011,3.16158000000,0.0431700000,14.57170000,1.30000000,0.000000,758.1026,1338.29,87.96000,,5990.00,1.080000,1.050000,-0.1500,5.0000,05h04m19.65s,76.0818912,-06d13m47.21s,-6.2297801,-26.62048,206.01638,-28.90639,74.14461,202.21800000,4.9166800;
WASP-36 b,WASP-36,b,,2,1,2011,1.53736596000,0.0267700000,14.87434300,1.32700000,0.000000,1422.6075,1733.00,83.15000,,5959.00,0.985000,1.081000,-0.2600,1.4000,08h46m19.29s,131.5803897,-08d01m37.15s,-8.0269855,21.08881,234.38549,-25.00824,136.47773,386.34600000,2.5599300;
WASP-37 b,WASP-37,b,,1,1,2010,3.57746900000,0.0446000000,13.00200000,1.16000000,0.000000,545.3338,1232.50,88.82000,,5800.00,1.003000,0.925000,-0.4000,11.0000,14h47m46.53s,221.9438866,+01d03m54.08s,1.0650227,51.82305,354.77416,16.43232,219.16023,392.79100000,2.5183300;
WASP-38 b,WASP-38,b,HD 146389,1,1,2010,6.87188000000,0.0752200000,13.78707000,1.23000000,0.030000,,1250.00,89.50000,F8 V,6180.00,1.520000,1.760000,-0.0200,3.2900,16h15m50.33s,243.9597194,+10d01m56.68s,10.0324103,39.03285,23.52808,30.78129,239.78593,136.24000000,7.3114600;
WASP-39 b,WASP-39,b,,1,1,2011,4.05529410000,0.0482800000,14.33631100,1.27900000,0.000000,316.2690,1166.00,87.32000,,5485.00,0.939000,0.913000,0.0100,8.5000,14h29m18.40s,217.3266477,-03d26m40.20s,-3.4444994,51.37116,344.40348,10.69821,216.11502,213.98200000,4.6448200;
WASP-4 b,WASP-4,b,,1,1,2007,1.33823099400,0.0226100000,15.12091496,1.34900000,0.005300,1188.6219,1653.00,88.05000,G8,5436.00,0.912000,0.899000,-0.0500,7.0000,23h34m15.10s,353.5629149,-42d03m42.41s,-42.0617794,-68.29575,344.49240,-35.55903,335.07051,267.20600000,3.7145100;
WASP-41 b,WASP-41,b,,1,2,2012,3.05240000000,0.0402200000,12.32990000,1.10000000,0.000000,344.1490,1244.00,89.40000,,5545.00,0.830000,0.810000,0.0600,1.2000,12h42m28.51s,190.6188034,-30d38m23.34s,-30.6398176,32.19228,300.65384,-23.86097,202.37491,163.37100000,6.0924700;
